trial type mov.direction cursor.rotation selector_angle selector_prop max_vel vmax_x vmax_y final_x final_y movement_overshoot overshoot_answer timestamp
13 active 0 -4.8 nan nan 0.4654209722639229 -0.031944188366125656 0.0508896813621873 -0.03044717518054384 0.10882433741371772 nan nan 1675957315.2097383
14 active 0 -5.2 nan nan 0.4381323077149035 -0.029436092213353755 0.03450617395672495 -0.03443399363328986 0.08949214404941908 nan nan 1675957321.4316688
15 active 0 -5.6 nan nan 0.4887920981101403 -0.028300546606877537 0.03955834367490152 -0.03517387369155437 0.10556883477973927 nan nan 1675957327.4232254
16 active 0 -6.0 nan nan 0.4066287596298674 -0.02618070683161247 0.022076875092626458 -0.03366396779207273 0.10440891145412357 nan nan 1675957333.5673635
17 active 0 -6.4 nan nan 0.4367302640566217 -0.03247624943803871 0.04381729366465681 -0.037194721853479856 0.11049421087372968 nan nan 1675957339.7318425
18 active 0 -6.8 nan nan 0.3562757869146775 -0.03130925001090774 0.01912804556915504 -0.03861985213747897 0.1018990380803168 nan nan 1675957346.0474494
19 active 0 -7.2 nan nan 0.4396915781796448 -0.034940605662295635 0.039967513720201575 -0.037120682957639914 0.09797900907574342 nan nan 1675957352.458235
20 active 0 -7.6 nan nan 0.392700903170306 -0.03296343919143162 0.04246546416708419 -0.03785745587597755 0.11032582169363397 nan nan 1675957358.7278252
21 active 0 -8.0 nan nan 0.38298511398710977 -0.03404657442575257 0.03199648112250231 -0.039157077351173616 0.11262201488638196 nan nan 1675957364.8733516
22 active 0 nan nan nan 0.38885700374390897 -0.03889033727411497 0.030908416763567703 -0.05144541905393812 0.09402931064683329 nan nan 1675957371.4204774
23 active 0 -8.8 nan nan 0.4522857831607385 -0.03201562172389815 0.047526780612356156 -0.03923086294051633 0.10267322281597668 nan nan 1675957377.5134487
24 active 0 -9.2 nan nan 0.33491908153618727 -0.030030844868051413 0.0031112631952445735 -0.05191285075877183 0.07877435643998487 nan nan 1675957384.3445394
25 active 0 -9.6 nan nan 0.40472346179659174 -0.03607268176093448 0.009788222385590628 -0.046658026431051235 0.09497438125890945 nan nan 1675957390.843096
26 active 0 -10.0 nan nan 0.37827350326365194 -0.03794331782543267 0.02781462425227954 -0.048788608062615854 0.09843443992692269 nan nan 1675957397.0534804
27 active 0 -10.4 nan nan 0.44979645302929017 -0.03753489014119465 0.04676518190923096 -0.04311587336758392 0.10583364994781458 nan nan 1675957403.4716988
28 active 0 -10.8 nan nan 0.40195804960466347 -0.03257073126825978 0.023246855615745243 -0.044536139490112175 0.10210241009150894 nan nan 1675957409.7707522
29 active 0 -11.2 nan nan 0.40943099116611065 -0.043376645631919425 0.05869548619959941 -0.05288099694646005 0.10550609426407981 nan nan 1675957416.283801
30 active 0 nan nan nan 0.4285191860173007 -0.042992646716883 0.032398505422376545 -0.05406539934198913 0.09748864525220124 nan nan 1675957422.4842975
31 active 0 -12.0 nan nan 0.44656718558101316 -0.03905118719340343 0.042686216138291266 -0.0501208141870622 0.10398012150222286 nan nan 1675957428.7603426
32 active 0 -12.4 nan nan 0.40171370527141576 -0.03634093778784317 0.028254511087473233 -0.053871474352590126 0.09381188556311937 nan nan 1675957435.2217455
33 active 0 -12.8 nan nan 0.3829177288574014 -0.042478914415860075 0.022842900811561706 -0.05836101884858793 0.0917797226263668 nan nan 1675957441.532015
34 active 0 -13.2 nan nan 0.3715809854649868 -0.038693859064302775 0.04245427796441581 -0.05176024879554503 0.10863623419740687 nan nan 1675957447.7457964
35 active 0 -13.6 nan nan 0.370018685251394 -0.04251777777384296 0.033730032243024954 -0.054300586118466034 0.09921899553627922 nan nan 1675957454.1998892
36 active 0 -14.0 nan nan 0.3995366272027679 -0.040856247807037394 0.027573319326437806 -0.060814560419859914 0.08382177839296145 nan nan 1675957460.459475
37 active 0 -14.4 nan nan 0.4291832775672889 -0.03992886040295814 0.04773010906018227 -0.058973813165100815 0.09015430949668546 nan nan 1675957467.021483
38 active 0 -14.8 nan nan 0.4304049557894971 -0.04329267450819044 0.02412175999433641 -0.058382947360381104 0.08799666271857376 nan nan 1675957473.1698606
39 active 0 -15.2 nan nan 0.36006540822623173 -0.04795287631013717 0.030815353812932877 -0.06395280095969921 0.085494717666454 nan nan 1675957479.7007656
40 active 0 -15.6 nan nan 0.4218355928399363 -0.04145896819874277 0.017273381037111513 -0.05782132904242694 0.0862424163582668 nan nan 1675957485.9971852
41 active 0 -16.0 nan nan 0.4132007031421503 -0.05112727124940708 0.029386672092463373 -0.06460084938058455 0.0822005690654889 nan nan 1675957492.341032
42 active 0 nan nan nan 0.4358853189952661 -0.04468503107101046 0.024634683538356072 -0.05930033665359177 0.08378912930419458 nan nan 1675957498.929354
43 active 0 -16.8 nan nan 0.36034637874918213 -0.04639809340668437 0.01710783936396154 -0.06676068011642669 0.08524009438666857 nan nan 1675957505.2647674
44 active 0 -17.2 nan nan 0.2904954841557721 -0.03449193356771732 0.003187049756732452 -0.06315758519877676 0.08683510099705871 nan nan 1675957511.4890878
45 active 0 -17.6 nan nan 0.44136152409206164 -0.050224537119059276 0.030533655225698175 -0.06369833018364505 0.09227645244624183 nan nan 1675957517.7409294
46 active 0 -18.0 nan nan 0.3482851548594533 -0.05529055484392269 0.03740806369305849 -0.06795678985380409 0.08669218559540748 nan nan 1675957523.8829303
47 active 0 -18.4 nan nan 0.34855009624583333 -0.0510178565748855 0.029376879050954985 -0.06478338244505204 0.08970479307556256 nan nan 1675957530.2500374
48 active 0 -18.8 nan nan 0.4596851428295375 -0.050496850929058215 0.04270822578572753 -0.06830957356089688 0.09378140455797612 nan nan 1675957536.5504167
49 active 0 -19.2 nan nan 0.4541974599216377 -0.048856365594970766 0.0331466878722908 -0.06736904834621123 0.09253338597463723 nan nan 1675957542.8205538
50 active 0 -19.6 nan nan 0.45894380667818946 -0.06433661788449001 0.05503078286037755 -0.06793727929620001 0.09405728542404934 nan nan 1675957549.0086646
51 active 0 nan nan nan 0.40250385102953395 -0.04895033952970938 0.010983571365548395 -0.0692658373613772 0.0844563311144716 nan nan 1675957555.420963
52 active 0 -20.4 nan nan 0.4240733003021742 -0.05097855590027933 0.02556522511394488 -0.0727957202380594 0.09183501645238823 nan nan 1675957561.6626313
53 active 0 -20.8 nan nan 0.40688011486068076 -0.05896985728108685 0.024836677484909253 -0.07392907721832141 0.0886007041481528 nan nan 1675957567.6674392
54 active 0 -21.2 nan nan 0.3882739541447244 -0.04468825619457173 0.02565209902373866 -0.07804501134468277 0.09700802474618142 nan nan 1675957573.8622904
55 active 0 -21.6 nan nan 0.38970365065903556 -0.05570474871223985 0.018933931010900906 -0.07936891294050827 0.08992296431471425 nan nan 1675957579.86673
56 active 0 -22.0 nan nan 0.377884395631635 -0.04419610581627868 0.017642720936074996 -0.07758272032812555 0.08585839097816839 nan nan 1675957585.9265287
57 active 0 nan nan nan 0.36055403589848245 -0.0503322675953975 0.0308843263476426 -0.07128812403553533 0.08257609304165725 nan nan 1675957592.538163
58 active 0 -22.8 nan nan 0.35214709591791815 -0.054078128477653926 0.009096300876636265 -0.07238685182268395 0.08409406133732622 nan nan 1675957598.9770837
59 active 0 -23.2 nan nan 0.32229030561205146 -0.058032699260550574 0.02162615902605558 -0.08122166481803937 0.0860960491151942 nan nan 1675957605.0237908
60 active 0 -23.6 nan nan 0.3840158466187727 -0.0496923765382872 0.021626737758124293 -0.07783069986825536 0.09606587507187403 nan nan 1675957611.4280276
61 active 0 -24.0 nan nan 0.4514264230338668 -0.062183153604602436 0.034247825198548965 -0.0831822505961881 0.09212541528515239 nan nan 1675957617.7540758
62 active 0 -24.4 nan nan 0.422210149351861 -0.05468834816796916 0.022314455811037304 -0.08608560359718 0.10135224385147884 nan nan 1675957623.9984198
63 active 0 -24.8 nan nan 0.3869239891313816 -0.05934969623199832 0.02324873299254049 -0.0939535268638989 0.08892273665584072 nan nan 1675957629.7941258
64 active 0 -25.2 nan nan 0.4199679463693137 -0.05641123457852151 0.04041064784385884 -0.08245842103943271 0.1142115690832457 nan nan 1675957636.1656995
65 active 0 -25.6 nan nan 0.3328254194443862 -0.05594236373780977 0.02229923848981663 -0.08773259977525834 0.10622028914322884 nan nan 1675957642.4609032
66 active 0 nan nan nan 0.3788747022589754 -0.05188015808506993 0.032936541362189264 -0.07444724778169746 0.0853590222809919 nan nan 1675957648.7493548
67 active 0 -26.4 nan nan 0.3692283739840838 -0.06964641859757105 0.029573788234052878 -0.08569016901333622 0.09450390989425372 nan nan 1675957655.0206318
68 active 0 -26.8 nan nan 0.41393485045107714 -0.06124468848731272 0.025787420950382556 -0.09203163163764498 0.09496431198673161 nan nan 1675957661.029461
69 active 0 -27.2 nan nan 0.35163584475780923 -0.04893478122627381 0.031069543626745855 -0.08720164524319779 0.09516259284878548 nan nan 1675957667.1727152
70 active 0 -27.6 nan nan 0.32268369333776853 -0.057717785762711526 0.01977116366646703 -0.09174985079593027 0.09276690674759647 nan nan 1675957673.5074468
71 active 0 -28.0 nan nan 0.37926927351057144 -0.05749852360606615 0.03419776796883167 -0.1011144824980213 0.09360254250558586 nan nan 1675957680.077856
72 active 0 -28.4 nan nan 0.368608308597954 -0.06553663097043967 0.0256158106860066 -0.09886428200352149 0.08329755675183315 nan nan 1675957686.4123082
73 active 0 -28.8 nan nan 0.3382858907520809 -0.04573887405600906 0.007660393817858879 -0.08924997510005586 0.09723307627547773 nan nan 1675957692.718568
74 active 0 -29.2 nan nan 0.37588203668565934 -0.05718685284618314 0.004999073272233812 -0.10068364409795379 0.07917897866021495 nan nan 1675957699.3011405
75 active 0 -29.6 nan nan 0.3315414024153612 -0.05104991804378731 0.018136146016903054 -0.10551162593332755 0.0859898901209094 nan nan 1675957705.709595
76 active 0 -30.0 nan nan 0.32733780933319895 -0.057431803162757075 0.02549536504259231 -0.10858355063072755 0.08939061406483217 nan nan 1675957712.550742
77 active 0 nan nan nan 0.3299843491543673 -0.030611019005370953 0.0007631759976501895 -0.06629126419281446 0.0886719267377446 nan nan 1675957718.982313
78 active 0 -30.0 nan nan 0.46399687323242433 -0.06428292344156597 0.04119114548737324 -0.11330885142025315 0.10593834819910364 nan nan 1675957725.5659757
79 active 0 -30.0 nan nan 0.3500890943407965 -0.06938485710362881 0.031215366103260922 -0.1019983339526888 0.08995852396428261 nan nan 1675957732.073037
80 active 0 -30.0 nan nan 0.4043320526182368 -0.06889302431522082 0.023293406913657222 -0.10559244548209958 0.08665889633029089 nan nan 1675957738.502686
81 active 0 -30.0 nan nan 0.3437117768575422 -0.07169646481683907 0.028190596751079933 -0.1074606724301592 0.0837136916964415 nan nan 1675957744.9519117
82 active 0 -30.0 nan nan 0.3061130295678555 -0.07100134577696851 0.010255253685574783 -0.10372721954439022 0.06752850228683027 nan nan 1675957751.3046207
83 active 0 -30.0 nan nan 0.37304751802274877 -0.06185503642693552 0.014376109424087846 -0.0985592724091893 0.08826729364682195 nan nan 1675957757.5698795
84 active 0 -30.0 nan nan 0.4342260634356492 -0.08705081922797875 0.03919322256822555 -0.10362681576978813 0.08633094960376475 nan nan 1675957763.764793
85 active 0 -30.0 nan nan 0.4092326798396668 -0.0671042637384338 0.021829878174944417 -0.10908044174102818 0.08492258278871267 nan nan 1675957769.9999702
86 active 0 -30.0 nan nan 0.33581572401496895 -0.062213144617280065 0.012069144828313005 -0.10045953556338985 0.07956746281412252 nan nan 1675957776.021825
87 active 0 -30.0 nan nan 0.3739604138428475 -0.060766367295916925 0.025057639888564576 -0.10689719603726659 0.08533406399928423 nan nan 1675957782.0481548
88 active 0 -30.0 nan nan 0.3312529537118319 -0.06371053113384743 0.014809962096515084 -0.11343477617436659 0.07960331017171274 nan nan 1675957788.1441057
89 active 0 nan nan nan 0.4055718068911459 -0.048596056003501635 0.03165493598980873 -0.07457218919767185 0.08088523214593324 nan nan 1675957794.5026824
90 active 0 -30.0 nan nan 0.3820349036819544 -0.06303668209994331 0.033211837691733304 -0.10004535737361131 0.08630902937544571 nan nan 1675957801.1405668
91 active 0 -30.0 nan nan 0.3738825990660809 -0.06582476858422671 0.006790132379429714 -0.11119928938020114 0.07552199592376363 nan nan 1675957807.3826497
92 active 0 -30.0 nan nan 0.4318479198578097 -0.0651769714288975 0.037194533059322854 -0.10010895015043832 0.10155408956693163 nan nan 1675957813.6991367
93 active 0 -30.0 nan nan 0.370851142903234 -0.06679556190804246 0.012940502185040614 -0.09624716490286286 0.09032940342374429 nan nan 1675957820.0842125
94 active 0 -30.0 nan nan 0.36073447166667505 -0.056536282302626494 0.019756038022279876 -0.10865301308592057 0.08118006497193175 nan nan 1675957826.3057532
95 active 0 -30.0 nan nan 0.35488734207389355 -0.06505755225915764 -0.0007434228342219074 -0.1199062606560558 0.06968341682943668 nan nan 1675957832.978341
96 active 0 -30.0 nan nan 0.41083856104530825 -0.07041003707949364 0.02368008713522929 -0.10502887918248899 0.09308671066655305 nan nan 1675957839.3594074
97 active 0 -30.0 nan nan 0.4211760974947182 -0.06954679817640667 0.009748093102568078 -0.10311117636100488 0.08579261098719626 nan nan 1675957845.4287188
98 active 0 -30.0 nan nan 0.39416790909864163 -0.08077967794179493 0.037428636996262865 -0.10538649262455324 0.09352561626691558 nan nan 1675957851.5824664
99 active 0 nan nan nan 0.37117359888260676 -0.0771752397584669 0.028904247013391227 -0.10942838436606746 0.08145139044679561 nan nan 1675957857.4783676
100 active 0 -30.0 nan nan 0.41919336498225634 -0.07149129881091923 0.027585770143190524 -0.10936201493205142 0.07747209919579257 nan nan 1675957863.814024
101 active 0 -30.0 nan nan 0.36450293703337716 -0.08159043191089198 0.0392007044115954 -0.11068309231687042 0.056616879835106215 nan nan 1675957870.1601818
102 active 0 -30.0 nan nan 0.41846309877149473 -0.052003794523036155 0.020445275089085002 -0.09569149349182883 0.0775924760567076 nan nan 1675957876.5687962
103 active 0 -30.0 nan nan 0.4153810841307425 -0.07270724216247966 0.022812623763813655 -0.10027405584901859 0.08479788879966854 nan nan 1675957882.4615843
104 active 0 -30.0 nan nan 0.3879438644101877 -0.06347308800502562 0.02477313830744221 -0.09644255533268117 0.08442802222389867 nan nan 1675957888.4864426
105 active 0 -30.0 nan nan 0.3753126765305911 -0.07544440226678369 0.01765452506986931 -0.10742827460642984 0.075346683842203 nan nan 1675957894.5415514
106 active 0 -30.0 nan nan 0.3723250347668148 -0.07676186601796373 0.022219376223198695 -0.10348283946944563 0.07186942299957211 nan nan 1675957900.7090693
107 active 0 -30.0 nan nan 0.39702599107569203 -0.061210474417094526 0.017803090375381414 -0.10633396972914268 0.08688451868687741 nan nan 1675957906.7186296
108 active 0 -30.0 nan nan 0.3462840282718814 -0.0773035927203822 0.018572878517375768 -0.10422657343094816 0.07459371572663043 nan nan 1675957912.7983756
109 active 0 nan nan nan 0.4436511781472045 -0.06558541840106312 0.020405057119595726 -0.10193500361671708 0.0830275899281685 nan nan 1675957918.8655672
110 active 0 -30.0 nan nan 0.4280670528863642 -0.06804084609576017 0.02434506784605528 -0.10476946307863333 0.09368937030410407 nan nan 1675957924.9832673
111 active 0 -30.0 nan nan 0.45547044295814876 -0.06957446562249663 0.02534329823786008 -0.10227025555462968 0.09321507947609975 nan nan 1675957931.2201297
112 active 0 -30.0 nan nan 0.41278695742929805 -0.06233035191893326 0.01960726849037797 -0.10222796715221505 0.08435015279014957 nan nan 1675957937.4314768
113 active 0 -30.0 nan nan 0.43503279961307884 -0.06446823211487594 0.029749717422424382 -0.11790200829405591 0.06941305602329251 nan nan 1675957943.3159316
114 active 0 -30.0 nan nan 0.34392412089829716 -0.0615525682938476 0.022193132427969275 -0.0937961869313979 0.0887488975340448 nan nan 1675957949.839728
115 active 0 -30.0 nan nan 0.4006107851626401 -0.06331819903359802 0.02295947418446087 -0.10025731059643526 0.09204867879054812 nan nan 1675957955.7608142
116 active 0 -30.0 nan nan 0.44907919316004213 -0.07862787888757797 0.022572022996623198 -0.11754825263618311 0.08055316365431986 nan nan 1675957961.9909122
117 active 0 -30.0 nan nan 0.4714885015794181 -0.07815896310434123 0.04188951550730469 -0.10958019351211752 0.0906591789793344 nan nan 1675957968.0357225
118 active 0 -30.0 nan nan 0.45718150954162984 -0.07723048975742024 0.03755005824055768 -0.10471316844752711 0.09203761505964692 nan nan 1675957973.879804
119 active 0 nan nan nan 0.42897382664759826 -0.05877580208701752 0.029305327119359847 -0.09788681269975376 0.09533683079775512 nan nan 1675957979.8920252
120 active 0 -30.0 nan nan 0.48755224672342856 -0.06470867108241103 0.037690734494787326 -0.10089253902417526 0.09050154939396926 nan nan 1675957985.9145007
121 active 0 -30.0 nan nan 0.46405150171387355 -0.07162999392083182 0.01916172631181523 -0.09922304498204927 0.08922990875377523 nan nan 1675957991.8176126
122 active 0 -30.0 nan nan 0.40783036998966743 -0.07517987893399333 0.033836633443659725 -0.10016053340119312 0.08369172855075879 nan nan 1675957998.1244173
123 active 0 -30.0 nan nan 0.3942734244669477 -0.07775008700170821 0.024081068890658974 -0.1023658578141011 0.07788826500694479 nan nan 1675958004.1267707
124 active 0 -30.0 nan nan 0.4707049726724771 -0.06775340291145049 0.04474996369815343 -0.10168932574027084 0.09269753582372697 nan nan 1675958010.184986
125 active 0 -30.0 nan nan 0.3966370302160227 -0.08034995727362071 0.04164710032023233 -0.09643015769157658 0.09054552195244414 nan nan 1675958016.468416
126 active 0 -30.0 nan nan 0.34930971013029344 -0.05908675908314112 0.002468092407340361 -0.10000557935752519 0.08438425311336395 nan nan 1675958022.453022
127 active 0 -30.0 nan nan 0.42943220684241784 -0.06930540473580982 0.016488319677731456 -0.10576635629812703 0.08058390464811749 nan nan 1675958028.7217844
128 active 0 nan nan nan 0.3745879039298526 -0.07819094077015121 0.01838790749802599 -0.10446908764850682 0.07156302287581762 nan nan 1675958034.8924882
129 active 0 -30.0 nan nan 0.3259564698615258 -0.0608463674092042 0.022422842597669912 -0.09966229555943604 0.08518536443144886 nan nan 1675958040.9580767
130 active 0 -30.0 nan nan 0.2961032644555167 -0.0671803576031052 -0.00034486072009753954 -0.10595599439638971 0.0737566047013617 nan nan 1675958047.2061925
131 active 0 -30.0 nan nan 0.4365583847997051 -0.07801571910958068 0.019072998157858012 -0.10671799914041975 0.07244203727514298 nan nan 1675958053.6888816
132 active 0 -30.0 nan nan 0.41788372265725127 -0.06671350301937115 0.047990461455768685 -0.1047277385948429 0.10125524722098989 nan nan 1675958059.8557518
133 active 0 -30.0 nan nan 0.41335715783530674 -0.07645892150513459 0.013282016377126893 -0.10091993741177362 0.08713216804955759 nan nan 1675958065.7598352
134 active 0 -30.0 nan nan 0.3986332018509495 -0.05859865872082754 0.024120560930573798 -0.09602783337365615 0.10232744748872463 nan nan 1675958071.7266622
135 active 0 -30.0 nan nan 0.37150064026374024 -0.06783180567335007 0.01840251863601161 -0.10424019838699185 0.0927052914953268 nan nan 1675958077.7971134
136 active 0 -30.0 nan nan 0.39326982088340723 -0.06252970223441291 0.02111447270956246 -0.10050178204150925 0.09464699788397246 nan nan 1675958083.9247453
137 active 0 nan nan nan 0.39489246562265123 -0.06333920447401861 0.02228472768589662 -0.09072760362777176 0.07348761338704168 nan nan 1675958089.9257216
138 active 0 -30.0 nan nan 0.33430134149336427 -0.06487861124251994 0.01162127144851366 -0.10368176238312034 0.07137224435712619 nan nan 1675958096.0142105
139 active 0 -30.0 nan nan 0.3910465375641566 -0.07381989759639197 0.01053458392372253 -0.10371538349404451 0.07388342490740518 nan nan 1675958101.9971144
140 active 0 -30.0 nan nan 0.42485899433704033 -0.05333239692267288 0.020903638610907604 -0.09753089780809157 0.09231805920227043 nan nan 1675958108.0690553
141 active 0 -30.0 nan nan 0.434764342438973 -0.08068352349282189 0.027819720449363428 -0.10247943789965647 0.08990962136245173 nan nan 1675958113.9349525
142 active 0 -30.0 nan nan 0.3578307332641388 -0.058712643906801545 0.009071999380001805 -0.09175582824482555 0.07259424713463725 nan nan 1675958119.8825297
143 active 0 -30.0 nan nan 0.36439874657256266 -0.06256366396899855 0.008833793321965766 -0.09483849668774821 0.08948504464044027 nan nan 1675958125.925552
144 active 0 -30.0 nan nan 0.41924159964900204 -0.059374039059961616 0.029537715536839593 -0.09854418784536263 0.09276850324726948 nan nan 1675958132.4187713
145 active 0 -30.0 nan nan 0.3793602128982779 -0.05861173368072306 0.02303783342574428 -0.10407708375651899 0.08320162207717796 nan nan 1675958138.7191942
146 active 0 nan nan nan 0.3496193203225113 -0.06799949454487894 0.02200216354557316 -0.08522909325529217 0.08862474128460396 nan nan 1675958144.738088
147 active 0 -30.0 nan nan 0.32787924214107195 -0.07277447830974026 0.01620420362409658 -0.10424905255233317 0.07262827659184112 nan nan 1675958151.2600222
148 active 0 -30.0 nan nan 0.3411109017905065 -0.0670832378688828 0.018349402923358293 -0.09393622543639779 0.06749010902631114 nan nan 1675958157.5011199
149 active 0 -30.0 nan nan 0.383699384438305 -0.07150663305512803 0.023509913166607 -0.10425462484741782 0.08718300746090624 nan nan 1675958163.6087475
150 active 0 -30.0 nan nan 0.4104017624174896 -0.06524447172905044 0.01901664892926591 -0.09706889410878534 0.0963825798433412 nan nan 1675958169.7441628
